ts,u_predict,t_,V
9.78,-53.467689407104984,9.780000000000001,-53.28498408
9.8,-53.43101995561773,9.8,-53.03452536
9.82,-53.394486567061605,9.819999999999999,-53.09714004
9.84,-53.358089017423,9.84,-53.00321802
9.86,-53.321827080921295,9.86,-52.87798867
9.88,-53.28570052969921,9.879999999999999,-52.940603349999996
9.9,-53.249709133540904,9.9,-53.00321802
9.92,-53.213852659615284,9.92,-52.846681329999996
9.94,-53.17813087224357,9.94,-52.87798867
9.96,-53.142543532689444,9.96,-52.81537399
9.98,-53.107090398969774,9.98,-52.846681329999996
10.0,-53.071771225685595,10.0,-52.87798867
10.02,-53.036585763870704,10.020000000000001,-52.72145197
10.04,-53.00153376085801,10.04,-52.81537399
10.06,-52.96661496016118,10.059999999999999,-52.78406665
10.08,-52.93182910137199,10.08,-52.62752995
10.1,-52.89717592007092,10.1,-52.62752995
10.12,-52.86265514775111,10.12,-52.65883729
10.14,-52.828266511754336,10.14,-52.43968591
10.16,-52.79400973521781,10.16,-52.502300590000004
10.18,-52.75988453703228,10.18,-52.502300590000004
10.2,-52.725890631809435,10.200000000000001,-52.408378569999996
10.22,-52.692027729857955,10.22,-52.408378569999996
10.24,-52.65829553716907,10.24,-52.502300590000004
10.26,-52.62469375540897,10.260000000000002,-52.533607929999995
10.28,-52.59122208191896,10.280000000000001,-52.377071230000006
10.3,-52.55788020972214,10.299999999999999,-52.43968591
10.32,-52.524667827536874,10.319999999999999,-52.56491527
10.34,-52.49158461979515,10.34,-52.377071230000006
10.36,-52.45863026666717,10.36,-52.34576389
10.38,-52.425804444090204,10.379999999999999,-52.31445655
10.4,-52.39310682380274,10.4,-52.28314921
10.42,-52.360537073381934,10.42,-52.18922719
10.44,-52.328094856285716,10.44,-52.18922719
10.46,-52.29577983189813,10.46,-52.15791985
10.48,-52.26359165557798,10.48,-52.25184187
10.5,-52.23152997871027,10.5,-52.15791985
10.52,-52.19959444876079,10.52,-52.15791985
10.54,-52.167784709332736,10.54,-52.09530517
10.56,-52.136100400225985,10.559999999999999,-52.09530517
10.58,-52.10454115749803,10.58,-52.03269422
10.6,-52.07310661352726,10.6,-52.00138688
10.62,-52.04179639707726,10.62,-52.03269422
10.64,-52.01061013336313,10.64,-52.09530517
10.66,-51.979547444119035,10.66,-51.81354284
10.68,-51.948607947666446,10.68,-51.907464860000005
10.7,-51.91779125898428,10.700000000000001,-51.84485018
10.72,-51.88709698977908,10.72,-51.719620819999996
10.74,-51.85652474855637,10.74,-51.75092816
10.76,-51.82607414069287,10.760000000000002,-51.75092816
10.78,-51.79574476850864,10.78,-51.75092816
10.8,-51.76553623134019,10.799999999999999,-51.75092816
10.82,-51.735448125613885,10.82,-51.68831348
10.84,-51.705480044919085,10.84,-51.6256988
